pitcher_name,game_date,hitting_team,k,start,rolling_whiff_rate,rolling_chase_rate,roll_whiff,roll_chase,roll_barrel,SO_Prop
Colin Rea,2023-05-28,SF,6,TRUE,0.14083628042438115,0.15758269190763471,0.1429412583970311,0.1584185149709046,0.039909721464343316,4.5
Colin Rea,2023-06-08,BAL,8,TRUE,0.08090111642743224,0.12922647527910686,0.14744913427947592,0.1774013620684148,0.05000569213829975,4.5
Colin Rea,2023-06-14,MIN,4,TRUE,0.15458532695374802,0.21343700159489631,0.13641212932849966,0.16857705219370853,0.07428858560052456,4.5
Colin Rea,2023-06-20,AZ,2,TRUE,0.15171451355661886,0.19860446570972884,0.09635200219201998,0.1343085377751984,0.04484198529951209,4.5
Colin Rea,2023-06-26,NYM,3,TRUE,0.141866028708134,0.1781499202551834,0.14015987814058256,0.1518398711270353,0.04465178749707316,3.5
Colin Rea,2023-07-02,PIT,3,TRUE,0.12519936204146734,0.18648325358851672,0.11875670983173015,0.14624066030715344,0.04170973298880275,4.5
Connor Seabold,2023-05-09,PIT,3,TRUE,0.08666666666666667,0.1655555555555555,0.10527213001169027,0.09607486654902637,0.03706641721165058,3.5
Connor Seabold,2023-05-15,CIN,3,TRUE,0.11393939393939394,0.16858585858585856,0.14528660160581183,0.14844455735092515,0.07671758011380654,3.5
Connor Seabold,2023-05-21,TEX,5,TRUE,0.08893939393939394,0.15191919191919187,0.12508282511532268,0.14392108270583653,0.05239811066126857,3.5
Connor Seabold,2023-05-26,NYM,2,TRUE,0.11116161616161616,0.163030303030303,0.10628860720683564,0.16435557269943676,0.0653994684521974,3.5
Connor Seabold,2023-06-07,SF,4,TRUE,0.11093387289039462,0.17756446452098623,0.12299828786257576,0.14063575481763474,0.06221787563980256,3.5
Connor Seabold,2023-06-12,BOS,6,TRUE,0.11844375431331952,0.21946169772256727,0.09185371378266491,0.1209286340210894,0.03296737043059372,3.5
Connor Seabold,2023-06-17,ATL,1,TRUE,0.1456176673567978,0.2209109730848861,0.09329272650310438,0.14824632192562906,0.06313204765520908,3.5
Connor Seabold,2023-06-27,LAD,3,TRUE,0.13392176092404925,0.2296829029094475,0.14724336758749249,0.15468726150135845,0.05514110003471705,3.5
Connor Seabold,2023-07-02,DET,4,TRUE,0.13471227475804134,0.23956432583434867,0.10485605335459307,0.15226944238740417,0.04871998207112934,3.5
Corbin Burnes,2023-05-12,KC,7,TRUE,0.13359391485707275,0.23830388909336273,0.11575676690171673,0.14391741612678718,0.04694510520925618,6.5
Corbin Burnes,2023-05-22,HOU,5,TRUE,0.1633097643097643,0.2297306397306397,0.11254135172697714,0.15273007977926528,0.040227680121297134,6.5
Corbin Burnes,2023-05-27,SF,8,TRUE,0.16103703703703703,0.22518518518518515,0.13040476204666612,0.149002456576744,0.04945517600979786,7.5
Corbin Burnes,2023-06-13,MIN,8,TRUE,0.2061908831908832,0.32244525844525834,0.1298270347790002,0.1690664848967119,0.0580119898558437,6.5
Corbin Burnes,2023-06-19,AZ,3,TRUE,0.21715384615384617,0.3105934065934065,0.10693920639885608,0.12370029938781894,0.03969074241242014,6.5
Corbin Burnes,2023-06-25,CLE,3,TRUE,0.2081538461538462,0.3325934065934065,0.112070419918246,0.17389447395457636,0.019082138200782254,5.5
Corbin Burnes,2023-07-01,PIT,7,TRUE,0.16556125356125356,0.3201595441595441,0.13420531351562795,0.13931579669779784,0.033376399655469416,6.5
Corey Kluber,2023-05-14,STL,5,TRUE,0.15454039781728574,0.29961978524907584,0.0987565732265246,0.1389327073071293,0.03990707287699767,4.5
Corey Kluber,2023-05-21,SD,1,TRUE,0.11285618729096994,0.2448829431438127,0.09729057155427728,0.10621474489244058,0.031746031746031744,4.5
Cristian Javier,2023-05-10,LAA,11,TRUE,0.2120267558528428,0.182247491638796,0.1149059670716662,0.14228780106364075,0.05755253518411414,6.5
Cristian Javier,2023-05-16,CHC,5,TRUE,0.27374104156712853,0.20739034878165313,0.13042455543343587,0.11047106540287113,0.06784973733769449,7.5
Cristian Javier,2023-05-22,MIL,5,TRUE,0.28136008918617617,0.3016760630673674,0.12654592583827973,0.13408793205794706,0.075051282051282045,6.5
Cristian Javier,2023-05-28,OAK,3,TRUE,0.24657748049052394,0.3190673674151935,0.16383943150196625,0.16360053226420548,0.04552354666206658,6.5
Cristian Javier,2023-06-09,CLE,2,TRUE,0.23289855072463764,0.34838509316770183,0.11189757296018588,0.1674260668089687,0.03652291105121293,4.5
Cristian Javier,2023-06-15,WSH,2,TRUE,0.15518426501035193,0.3392422360248447,0.1039223598404875,0.1599157256582952,0.03249989910200785,5.5
Cristian Javier,2023-06-21,NYM,1,TRUE,0.12574703557312247,0.27041106719367586,0.11240169293378052,0.1434694059594847,0.053895339918734866,5.5
Cristian Javier,2023-06-28,STL,1,TRUE,0.1034644268774703,0.24704150197628455,0.1275176295635676,0.15509341615903682,0.04891707616707616,5.5
Cristian Javier,2023-07-03,TEX,4,TRUE,0.08255533596837941,0.1934051383399209,0.1361003273776702,0.12939331985652935,0.05679492585564694,4.5
Dane Dunning,2023-05-16,ATL,4,TRUE,0.061642512077294695,0.17126639061421672,0.15402876550280914,0.14459762973442644,0.07162341859820852,3.5
Dane Dunning,2023-05-22,PIT,3,TRUE,0.06497584541062804,0.19459972394755004,0.11903922877776654,0.1302966817510134,0.03620915032679739,4.5
Dane Dunning,2023-05-31,DET,6,TRUE,0.08036046079524342,0.19267664702447312,0.09414180461760678,0.12914322985008628,0.059762684124386234,4.5
Dane Dunning,2023-06-06,STL,1,TRUE,0.11369379412857675,0.2450575994054255,0.10823659017207407,0.1316847429750655,0.046763914237781826,4.5
Dane Dunning,2023-06-12,LAA,3,TRUE,0.09147157190635452,0.2524650068128329,0.14893923548075966,0.13011812262960099,0.07444468058868135,4.5
Dane Dunning,2023-06-28,DET,10,TRUE,0.0753913043478261,0.28677938808373593,0.14470829950639288,0.15424576463928547,0.029259111233232566,4.5
Daniel Lynch,2023-06-25,TB,2,TRUE,0.14385019028947066,0.2172183139199631,0.13210134611360178,0.15620990428693954,0.03806193806193807,3.5
Daniel Lynch,2023-07-01,LAD,4,TRUE,0.12651685695613732,0.2152183139199631,0.11279476502193328,0.1344203074768683,0.04593144950287805,3.5
David Peterson,2023-05-15,WSH,5,TRUE,0.20953383458646613,0.24524812030075185,0.11816183363733375,0.1452091605023977,0.036376811594202904,5.5
David Peterson,2023-06-27,MIL,5,TRUE,0.20820050125313277,0.24324812030075185,0.14560563913907237,0.14018905753913719,0.03958498714801238,5.5
Dean Kremer,2023-05-10,TB,4,TRUE,0.11568768912247174,0.2239538143016404,0.12291005443163727,0.15172892305150093,0.053160968660968665,4.5
Dean Kremer,2023-05-16,LAA,4,TRUE,0.13225083612040134,0.22146934225195097,0.14339130442293097,0.1698098769258407,0.05363169835504263,4.5
Dean Kremer,2023-05-21,TOR,6,TRUE,0.12633779264214046,0.18355629877369012,0.11467971119865687,0.13693204497870606,0.025354696902684513,4.5
Dean Kremer,2023-05-27,TEX,5,TRUE,0.14025083612040135,0.1626867335562988,0.11041819206957357,0.14575561823873878,0.05417926462298332,5.5
Dean Kremer,2023-06-13,TOR,6,TRUE,0.16294314381270908,0.20703678929765892,0.1294143529622263,0.12074680690944695,0.04599616070204306,3.5
Dean Kremer,2023-06-18,CHC,7,TRUE,0.16885618729096993,0.20494983277591977,0.11009575903161373,0.12355605098838329,0.0410730199955622,4.5
Dean Kremer,2023-06-24,SEA,5,TRUE,0.17647523491001754,0.2030450708711579,0.16491488864214193,0.16535826959192493,0.045741224613938355,5.5
Dean Kremer,2023-06-30,MIN,5,TRUE,0.167928226363009,0.23210489993098693,0.1616964649902522,0.16745900450702028,0.06388213707126536,5.5
Dinelson Lamet,2023-06-06,SF,4,TRUE,0.15416666666666662,0.23750000000000004,0.13330874537891563,0.1438056894581576,0.05396390738583431,4.5
Dinelson Lamet,2023-06-11,SD,5,TRUE,0.11527777777777773,0.1819444444444445,0.10896191279030545,0.10309461106053859,0.0646230945356199,4.5
Dinelson Lamet,2023-06-16,ATL,5,TRUE,0.07469806763285018,0.15006038647343,0.11096949417987205,0.1732823969617041,0.06027490479806622,4.5
Drew Rasmussen,2023-05-11,NYY,7,TRUE,0.16293280632411072,0.16822924901185768,0.1011209471759155,0.10836704756366493,0.0852935369152499,4.5
Drew Smyly,2023-05-12,MIN,3,TRUE,0.1769755244755245,0.2850174825174825,0.10824378087443784,0.13850378368958322,0.058925619581858026,4.5
Drew Smyly,2023-05-17,HOU,8,TRUE,0.1852759197324415,0.29213210702341136,0.11055906017427981,0.14565525696399131,0.036555220378749795,3.5
Drew Smyly,2023-05-23,NYM,5,TRUE,0.16482137427789606,0.31485937975068407,0.1118155016196141,0.1487453904085348,0.06875597047329571,4.5
Drew Smyly,2023-05-28,CIN,2,TRUE,0.16291661237313415,0.2820022368935412,0.10269952460983815,0.12842150438576078,0.038611176771359834,5.5
Drew Smyly,2023-06-08,LAA,4,TRUE,0.13966162661814838,0.23025074764205194,0.1298801457144327,0.13447869851286315,0.052841880341880344,4.5
Drew Smyly,2023-06-19,PIT,4,TRUE,0.11753329684364167,0.19246156142707865,0.10510651988912847,0.12081483733657643,0.024664057697209592,4.5
Drew Smyly,2023-06-28,PHI,2,TRUE,0.11580169511203993,0.18986415882967606,0.10624354794971151,0.15407783731300642,0.034760323039360365,4.5
Drew Smyly,2023-07-03,MIL,4,TRUE,0.12489260420294901,0.23531870428422147,0.09501713977685093,0.1251533726839513,0.02700091414789748,4.5
Dustin May,2023-05-12,SD,3,TRUE,0.09106060606060606,0.15666666666666668,0.11493344680664952,0.1274331688942183,0.05974085540649008,4.5
Dylan Cease,2023-05-13,HOU,5,TRUE,0.17557366771159877,0.22925078369905955,0.11924660813736487,0.13435679960153063,0.03278205482735099,6.5
Dylan Cease,2023-05-18,CLE,3,TRUE,0.16717786561264822,0.20196442687747035,0.1251537511040198,0.16536509037950037,0.035130278526504945,6.5
Dylan Cease,2023-05-23,CLE,3,TRUE,0.13317786561264824,0.19796442687747035,0.09714265835860496,0.15471720875670164,0.028939926059128557,5.5
Dylan Cease,2023-05-28,DET,8,TRUE,0.13242028985507248,0.19644927536231882,0.11257416543586177,0.14156626483695317,0.048240634745194,6.5
Dylan Cease,2023-06-09,MIA,7,TRUE,0.1480393374741201,0.18602070393374742,0.08588575484800046,0.13054350347682803,0.029785051334973923,5.5
Dylan Cease,2023-06-15,LAD,10,TRUE,0.1654306418219462,0.22080331262939962,0.1424896678162423,0.16313499269049242,0.05114647082823337,5.5
Dylan Cease,2023-06-20,TEX,9,TRUE,0.2276915113871636,0.25175983436853,0.0847503382514013,0.13017481691471766,0.03840115144676411,6.5
Dylan Cease,2023-06-26,LAA,10,TRUE,0.29135817805383024,0.30709316770186335,0.13698451192597494,0.15895850936234196,0.06883724517153499,6.5
Eduardo Rodriguez,2023-05-10,CLE,8,TRUE,0.18641487337139512,0.3087395696091348,0.13035064763952425,0.1822268115608167,0.020734915006525363,5.5
Eduardo Rodriguez,2023-05-17,PIT,5,TRUE,0.21346801346801345,0.301010101010101,0.15049191795341116,0.12773100721984948,0.03534169987509665,5.5
Eduardo Rodriguez,2023-05-28,CWS,6,TRUE,0.18868731912210174,0.2783655957569001,0.12660115213557252,0.16727283183804914,0.04869226445338857,5.5
Edward Cabrera,2023-05-10,AZ,5,TRUE,0.2888111888111888,0.406993006993007,0.09064442336036405,0.12359178634367532,0.05346974850947117,5.5
Edward Cabrera,2023-05-17,WSH,6,TRUE,0.3024475524475524,0.356993006993007,0.12251918421627501,0.14450751501979217,0.041043478260869556,5.5
Edward Cabrera,2023-05-22,COL,6,TRUE,0.30406698564593293,0.3901913875598086,0.1460686868686869,0.16896192696192694,0.03208307732114487,4.5
Edward Cabrera,2023-06-07,KC,4,TRUE,0.26064274322169056,0.3299489633173843,0.1440601813210359,0.15314473981698173,0.042775262582282696,6.5
Edward Cabrera,2023-06-13,SEA,4,TRUE,0.255087187666135,0.3577267410951621,0.12122024094953683,0.14622388906228068,0.05067972042347625,6.5
Eric Lauer,2023-05-09,LAD,4,TRUE,0.14208908305018145,0.16965613418702663,0.1268272597429096,0.12343021540793431,0.037499040641897755,5.5
Framber Valdez,2023-05-09,LAA,12,TRUE,0.20277729677729678,0.207972101972102,0.10192941253547863,0.11752735254172433,0.05228937728937729,5.5
Framber Valdez,2023-05-15,CHC,8,TRUE,0.23470577698163905,0.2399005821764443,0.11522720596642348,0.10874245693268962,0.06774653816328789,6.5
Framber Valdez,2023-05-21,OAK,7,TRUE,0.23584863412449622,0.22199582027168238,0.15306088022917838,0.18508967831057702,0.04833998852188183,7.5
Framber Valdez,2023-06-08,TOR,5,TRUE,0.2519545282303904,0.23926588354174566,0.10599383821191133,0.12187572878211506,0.04991318205603919,5.5
Framber Valdez,2023-06-14,WSH,6,TRUE,0.2163223443223444,0.22863369963369964,0.11074192057340826,0.17976768537192217,0.028287038791586568,6.5
Framber Valdez,2023-06-20,NYM,9,TRUE,0.20533333333333337,0.25976923076923075,0.10070814454668378,0.13386111102860915,0.06261328863668358,5.5
Freddy Peralta,2023-05-15,STL,4,TRUE,0.22801337792642143,0.1712664437012263,0.09096467115496151,0.14860784855006715,0.04301518098510578,5.5
Freddy Peralta,2023-05-21,TB,4,TRUE,0.23364300755605108,0.19289607333085593,0.14047626257537565,0.1559925009546297,0.05498696991234303,5.5
Freddy Peralta,2023-05-26,SF,4,TRUE,0.22430967422271775,0.19989607333085593,0.13240770755476627,0.14870790576672926,0.04227781231069504,6.5
Freddy Peralta,2023-06-01,TOR,3,TRUE,0.16875411866716217,0.17489607333085594,0.09925368531380534,0.13067231019551967,0.03702203241373749,5.5
Freddy Peralta,2023-06-06,BAL,9,TRUE,0.12352334943639294,0.1530499194847021,0.12728566994920537,0.17697165100246898,0.04671585953715697,5.5
Freddy Peralta,2023-06-11,OAK,5,TRUE,0.16493121693121696,0.19362962962962965,0.10386826674639342,0.10852185065685124,0.044957524744758774,7.5
Freddy Peralta,2023-06-18,PIT,9,TRUE,0.18292063492063493,0.21161904761904765,0.1084323117443321,0.12868814050399727,0.03704501007816197,6.5
Freddy Peralta,2023-06-24,CLE,5,TRUE,0.20239889579020015,0.20570600414078677,0.10322643904036681,0.1648114665664842,0.02215906127770533,4.5
Freddy Peralta,2023-06-30,PIT,8,TRUE,0.23890683229813664,0.21046790890269151,0.13308171801000995,0.14381017872026974,0.02974257715372238,5.5
Garrett Whitlock,2023-06-09,NYY,6,TRUE,0.17148033126293996,0.3424085576259489,0.13310469813420112,0.15320918740688108,0.06252855484402507,4.5
Garrett Whitlock,2023-06-14,COL,7,TRUE,0.1741559165472209,0.3266894940807984,0.14558427362858734,0.18924893154023956,0.058739829870242136,5.5
Garrett Whitlock,2023-06-21,MIN,6,TRUE,0.1709507883420927,0.28951000690131123,0.1373375883569528,0.12838454854806003,0.04669245647969057,5.5
Garrett Whitlock,2023-06-27,MIA,7,TRUE,0.1828555502468546,0.26093857832988265,0.10373142739164173,0.15405833967664068,0.03478807765928353,4.5
George Kirby,2023-05-09,TEX,9,TRUE,0.11955239912511277,0.23165154435769128,0.12945229451334894,0.14227684304461044,0.05607660455486545,6.5
George Kirby,2023-05-15,BOS,6,TRUE,0.1379098870478181,0.23390597269907615,0.12790177761780602,0.1282172033782318,0.03618773596395081,4.5
George Kirby,2023-05-21,ATL,6,TRUE,0.15920618334411438,0.2126096764027799,0.13006931875961908,0.15475465752889855,0.10742082329389482,4.5
George Kirby,2023-05-26,PIT,4,TRUE,0.1656996898376209,0.20806422185732534,0.10212903839360916,0.1376591776291529,0.037301587301587294,5.5
George Kirby,2023-05-31,NYY,7,TRUE,0.1478835978835979,0.2014550264550265,0.11854328002328327,0.15973785317620023,0.05202673494496729,5.5
George Kirby,2023-06-07,SD,3,TRUE,0.1720594220594221,0.20420227920227924,0.12421086101128584,0.12361615750385432,0.05789160959439597,5.5
George Kirby,2023-06-13,MIA,10,TRUE,0.15618640618640622,0.19573667073667078,0.11676822323396192,0.13861123731372987,0.04079640801608763,5.5
George Kirby,2023-06-20,NYY,4,TRUE,0.2083749583749584,0.2677905427905428,0.1287753697970417,0.15590888987173832,0.03914971941287736,5.5
George Kirby,2023-06-25,BAL,4,TRUE,0.17980352980352982,0.27493339993339994,0.13288622407114098,0.1821104466029299,0.07905807393641731,4.5
George Kirby,2023-07-01,TB,7,TRUE,0.18713686313686315,0.29726673326673325,0.14035612084068524,0.17744350317403645,0.05658432203440571,5.5
Gerrit Cole,2023-05-17,TOR,6,TRUE,0.1501159420289855,0.25603381642512074,0.11271188170774091,0.15031853086718514,0.04381289955060447,6.5
Gerrit Cole,2023-05-23,BAL,2,TRUE,0.16916356107660455,0.30246238785369217,0.11110260159623964,0.15711263823605623,0.041816082468256376,7.5
Gerrit Cole,2023-05-28,SD,8,TRUE,0.1495178283873936,0.2905461237635151,0.09448310445900288,0.13675430435290004,0.06990628166160082,7.5
Gerrit Cole,2023-06-09,BOS,6,TRUE,0.15564182194616977,0.2612836438923395,0.10390678911724541,0.12029802776347942,0.016847387444292393,7.5
Gerrit Cole,2023-06-14,NYM,8,TRUE,0.1448592132505176,0.2338053830227743,0.1224364170927853,0.12517882285852022,0.04811644495855022,6.5
Gerrit Cole,2023-06-20,SEA,8,TRUE,0.1727812911725955,0.2078313570487483,0.13837782541536747,0.13961965349339228,0.03994327944880976,8.5
Gerrit Cole,2023-06-25,TEX,7,TRUE,0.20538998682476942,0.18112328251458681,0.11200657222531356,0.12126035461517659,0.05302603876845059,7.5
Gerrit Cole,2023-07-02,STL,5,TRUE,0.207201581027668,0.19996386222473175,0.13984765649349326,0.1471345006460685,0.04540862296326521,6.5
Graham Ashcraft,2023-05-12,MIA,3,TRUE,0.14580219780219777,0.2276190476190476,0.10811771233577203,0.1617445767381321,0.05107438316340749,3.5
Graham Ashcraft,2023-05-23,STL,5,TRUE,0.1332307692307692,0.22799999999999998,0.10545610310360601,0.13863088476593605,0.075331042642338,3.5
Graham Ashcraft,2023-05-28,CHC,6,TRUE,0.12682051282051282,0.20748717948717946,0.12076209816361361,0.15014176841638008,0.05087737843551796,4.5
Graham Ashcraft,2023-06-08,LAD,1,TRUE,0.1101212121212121,0.18969696969696964,0.10116918174812524,0.12341424081540234,0.05830248684570756,3.5
Graham Ashcraft,2023-06-24,ATL,2,TRUE,0.10040692640692639,0.17026839826839824,0.11544723568535549,0.1384639846794782,0.0719107892508757,3.5
Graham Ashcraft,2023-06-30,SD,7,TRUE,0.10107359307359305,0.18060173160173157,0.08834935423557924,0.11113654531392266,0.05565467890183377,3.5
Grayson Rodriguez,2023-05-09,TB,4,TRUE,0.24028846820608832,0.3107066084182789,0.13374058192883143,0.18236865369123154,0.05711445703306169,5.5
Grayson Rodriguez,2023-05-15,LAA,3,TRUE,0.21347687400318974,0.291866028708134,0.16075939335065292,0.17970260058003226,0.047783745138668364,5.5
Grayson Rodriguez,2023-05-20,TOR,6,TRUE,0.18620414673046246,0.291866028708134,0.09745748897643465,0.1452653783120394,0.018081969629957246,4.5
Grayson Rodriguez,2023-05-26,TEX,6,TRUE,0.17927773980405554,0.26589200273410807,0.09954125569566227,0.13192675047728677,0.04775642787008413,5.5
Griffin Canning,2023-05-17,BAL,4,TRUE,0.15301587301587302,0.2357142857142857,0.11336428811060273,0.13486370594653113,0.05549519619287062,4.5
Griffin Canning,2023-05-23,BOS,5,TRUE,0.14523809523809525,0.24497354497354498,0.11625405348829299,0.15517620284306344,0.07050332616370356,4.5
Griffin Canning,2023-05-29,CWS,9,TRUE,0.13791208791208792,0.25303215303215304,0.12409019831015966,0.16622800541405183,0.039508590984000815,4.5
Griffin Canning,2023-06-11,SEA,7,TRUE,0.1670011148272018,0.24997832280440976,0.1298492118433802,0.14757126446576002,0.044656809586900804,5.5
Griffin Canning,2023-06-24,COL,7,TRUE,0.22260058781797917,0.23801814127901083,0.17985987003266143,0.15978697035089148,0.0751992214579001,4.5
Griffin Canning,2023-06-30,AZ,9,TRUE,0.25546772068511203,0.25550065876152833,0.10822183584640328,0.1334498318796273,0.04113868742411899,5.5
Hayden Wesneski,2023-05-13,MIN,4,TRUE,0.09957161831303707,0.22658990894688835,0.11199769119769125,0.14168765577856482,0.06078090715143131,4.5
Hayden Wesneski,2023-06-06,LAA,4,TRUE,0.14518915866741952,0.29397515527950313,0.12137449376899936,0.1177969738018183,0.04886127237542332,4.5
Hayden Wesneski,2023-06-11,SF,4,TRUE,0.1257154744568932,0.30608041843739786,0.10025690634642392,0.1563061454370142,0.05128664799253033,4.5
Hogan Harris,2023-06-18,PHI,7,TRUE,0.11060025062656642,0.12210025062656642,0.16194089267525014,0.19055494864786732,0.06412726576905683,4.5
Hunter Brown,2023-05-14,CWS,8,TRUE,0.18142512077294687,0.19551529790660224,0.11411161115706578,0.15598897962534317,0.04823837627615353,4.5
Hunter Brown,2023-05-20,OAK,9,TRUE,0.22320289855072467,0.2384782608695652,0.15377017195073073,0.19134157819911687,0.04833998852188184,6.5
Hunter Brown,2023-05-26,OAK,10,TRUE,0.22850592885375498,0.245296442687747,0.15198467425703727,0.1520013175467448,0.029084967320261418,6.5
Hunter Brown,2023-05-31,MIN,8,TRUE,0.22148251748251752,0.2489753724536333,0.13616942419299358,0.1387473784080695,0.04917198365474231,7.5
Hunter Brown,2023-06-06,TOR,5,TRUE,0.23602797202797204,0.23624809972636057,0.094979985396652,0.12416798411387162,0.06220779220779221,5.5
Hunter Brown,2023-06-13,WSH,4,TRUE,0.2526946386946387,0.2775524475524475,0.1091764556777726,0.1779650288254326,0.024658591766913124,5.5
Hunter Brown,2023-06-19,NYM,7,TRUE,0.21269463869463873,0.22955244755244752,0.10051413124291438,0.11667707555189073,0.0696308324963327,5.5
Hunter Brown,2023-06-25,LAD,7,TRUE,0.19521212121212123,0.19388811188811186,0.15046090864684478,0.13852394819014746,0.05091033080394782,5.5
Hunter Brown,2023-07-01,TEX,6,TRUE,0.17772960372960372,0.26451748251748247,0.11536577353446446,0.11942158468358692,0.05947691819281169,6.5
Hunter Gaddis,2023-05-28,STL,3,TRUE,0.1088961038961039,0.1383116883116883,0.12156241874161318,0.1367491372927619,0.044063456868334905,3.5
Hunter Greene,2023-05-10,NYM,4,TRUE,0.25587220026350466,0.32947694334650857,0.09339089523474502,0.11175681420601129,0.04995687159195096,5.5
Hunter Greene,2023-05-15,COL,8,TRUE,0.2071449275362319,0.30584057971014494,0.1230984533118292,0.17799612548452062,0.03700697107600008,5.5
Hunter Greene,2023-05-21,NYY,10,TRUE,0.26320553359683796,0.311901185770751,0.13214251868798949,0.13440965065615962,0.05249530803753576,6.5
Hunter Greene,2023-05-26,CHC,11,TRUE,0.26588111888111887,0.3058811188811189,0.12481654887293865,0.1708665663553875,0.05473304031749564,7.5
Hunter Greene,2023-06-01,BOS,8,TRUE,0.2508811188811189,0.26088111888111887,0.09909524095760729,0.1444827200186808,0.03404752576229657,6.5
Hunter Greene,2023-06-11,STL,9,TRUE,0.2637506840985102,0.2671419884463363,0.1397501802179222,0.16224420188936314,0.05749210139454042,6.5
Hunter Greene,2023-06-17,HOU,3,TRUE,0.31175068409851026,0.29114198844633626,0.12002900852313543,0.14830840189399216,0.05630618401206637,6.5
Jack Flaherty,2023-05-09,CHC,2,TRUE,0.20638502673796788,0.22389304812834218,0.12658608632746565,0.14918153685395072,0.02297368085738958,6.5
Jack Flaherty,2023-05-15,MIL,10,TRUE,0.17377633108579396,0.19867565682399438,0.12909803921568633,0.15144724556489264,0.06394868969239677,5.5
Jack Flaherty,2023-05-21,LAD,5,TRUE,0.22868542199488484,0.24231202046035802,0.0919152435167615,0.09896152224330593,0.089971221855177,5.5
Jack Flaherty,2023-05-27,CLE,4,TRUE,0.2027806600901229,0.2308834490317866,0.10410662005940177,0.1400417699788338,0.023408239700374523,4.5
Jack Flaherty,2023-06-07,TEX,8,TRUE,0.1561761976154779,0.2545264510601842,0.10330860728417075,0.13508710878452163,0.05269066754141383,5.5
Jack Flaherty,2023-06-13,SF,3,TRUE,0.18493873942149794,0.24282076544145506,0.09371869062062735,0.1486814401771197,0.05454574288829417,5.5
Jack Flaherty,2023-06-19,WSH,5,TRUE,0.14401566249842102,0.2089746115953012,0.1283250914639702,0.18760680871529062,0.05338238116563239,4.5
Jack Flaherty,2023-07-01,NYY,4,TRUE,0.12020613868889721,0.2089746115953012,0.12194658703080272,0.14661571527723224,0.045356262095392584,5.5
Jaime Barria,2023-06-07,CHC,3,TRUE,0.21576500297088536,0.3698247177658943,0.13713955001194328,0.15412594549883535,0.036917844060701185,4.5
Jaime Barria,2023-06-28,CWS,0,TRUE,0.15696969696969704,0.25373737373737376,0.1385046228409279,0.15410146861389676,0.04840671630358182,3.5
Jake Irvin,2023-06-06,AZ,1,TRUE,0.11876372419850681,0.21006807202459377,0.08996911888795063,0.12400213539457794,0.05269139180469229,3.5
Jake Irvin,2023-06-17,MIA,4,TRUE,0.09267676767676766,0.2117243867243867,0.12142312276684046,0.15686384670100076,0.04331140631322419,3.5
Jake Irvin,2023-06-22,AZ,6,TRUE,0.05674603174603173,0.20436507936507936,0.08697062328690794,0.1270971716587573,0.04054028396133659,3.5
Jake Irvin,2023-06-27,SEA,4,TRUE,0.0984126984126984,0.221031746031746,0.14319071053435328,0.16879732382135582,0.06548502856826863,4.5
Jake Irvin,2023-07-03,CIN,3,TRUE,0.1022774327122153,0.2350414078674948,0.11519650479256253,0.12895145877059067,0.028911619315305163,4.5
James Kaprielian,2023-05-21,HOU,5,TRUE,0.13395863395863397,0.08547378547378551,0.11587093552900189,0.17166146335631813,0.04682304554019197,4.5
James Kaprielian,2023-05-26,HOU,4,TRUE,0.16486772486772489,0.08820105820105822,0.10003947143623008,0.12798035854203116,0.0511966511966512,4.5
James Kaprielian,2023-05-31,ATL,4,TRUE,0.19686772486772486,0.14420105820105822,0.12200918981143705,0.12283366571007019,0.07999592626635613,4.5
James Kaprielian,2023-06-06,PIT,1,TRUE,0.20829629629629628,0.17562962962962964,0.1137846583185673,0.12041551455064281,0.029062271062271043,4.5
James Kaprielian,2023-06-12,TB,4,TRUE,0.14877248677248675,0.20420105820105822,0.13668521006053824,0.14955932714252226,0.06475260874568148,4.5
James Kaprielian,2023-06-23,TOR,8,TRUE,0.14923809523809523,0.2767619047619048,0.1306181208820504,0.1823398672634666,0.04221138211382114,3.5
James Paxton,2023-06-12,COL,8,TRUE,0.2360057471264368,0.22267241379310346,0.15443983127276428,0.16972704062065896,0.06102146449852103,7.5
James Paxton,2023-06-19,MIN,7,TRUE,0.2560057471264368,0.2776724137931034,0.13485077505748255,0.1514503602070482,0.03551956815114714,6.5
James Paxton,2023-06-24,CWS,3,TRUE,0.2748463268365817,0.2700637181409295,0.1137267814637271,0.15441222104776658,0.04174678054527865,7.5
James Paxton,2023-06-30,TOR,7,TRUE,0.28020346969372456,0.25042086099807237,0.11076087930956638,0.09772651564187236,0.042901932702905723,5.5
Jameson Taillon,2023-05-15,HOU,1,TRUE,0.19149122807017543,0.3029824561403509,0.11841282155416792,0.12807075519932515,0.02895212285456188,4.5
Jameson Taillon,2023-05-20,PHI,1,TRUE,0.17043859649122808,0.2653884711779449,0.14085314895325593,0.14303990291629384,0.04050364005251224,3.5
Jameson Taillon,2023-05-27,CIN,5,TRUE,0.1454385964912281,0.27225121627598414,0.11057914157290245,0.11866774241585656,0.03388390404408711,4.5
Jameson Taillon,2023-06-07,LAA,5,TRUE,0.12333333333333336,0.2640056022408964,0.12630207328221424,0.1319376337988319,0.04261127237542332,4.5
Jameson Taillon,2023-06-18,BAL,1,TRUE,0.11133333333333337,0.17086274509803925,0.12275447630221167,0.17076570198077584,0.05097095575818979,4.5
